"","CountID","CountName","State","Country","Lat","Lng","cell"
"764",1365,"Cecil Co.","MD","USA",39.6492,-75.971,649
"765",1366,"Central Bluegrass Region","KY","USA",37.9821,-84.4411,674
"766",1367,"Edison &amp; Ford Winter Estates","FL","USA",26.607,-81.9136,3727
"767",1369,"Gogebic County, MI.","MI","USA",46.4167,-90.0333,535
"768",1370,"Merrimac Farm","VA","USA",38.724,-77.5019,676
"769",1371,"Orange Co.","NC","USA",35.9722,-79.1295,703
"770",1372,"Virginia Beach","VA","USA",36.8743,-76.0396,676
"771",1375,"Trinity, NF.","NF","CAN",48.367,-53.433,769
"772",1376,"Western Brunswick Co., NC.","NC","USA",33.967,-78.517,732
"773",1378,"Grandview","MO","USA",38.8742,-94.44,616
"774",1379,"Land Between the Lakes North","KY","USA",36.8807,-88.0596,673
"775",1380,"Milwaukee Northshore","WI","USA",43.1632,-88.0245,590
"776",1382,"West Cook Lake Road","MN","USA",47.01,-92.2811,535
"777",1383,"White County","GA","USA",34.6923,-83.7687,701
