"Name","Region","cell","Latitude","Longitude","Year","julianweek","nSurveyBranches","nSurveys","totalCount","numSurveysGTzero","totalBiomass","meanDensity","fracSurveys","meanBiomass"
"UNC Chapel Hill Campus","NC",703,35.90988,-79.04964,2019,137,58,114,1,1,0.07743246,0.0087719298245614,0.87719298245614,0.000679232105263158
"UNC Chapel Hill Campus","NC",703,35.90988,-79.04964,2019,144,60,120,0,0,0,0,0,0
"UNC Chapel Hill Campus","NC",703,35.90988,-79.04964,2019,151,60,120,1,1,0.1813914,0.00833333333333333,0.833333333333333,0.001511595
"UNC Chapel Hill Campus","NC",703,35.90988,-79.04964,2019,158,60,120,0,0,0,0,0,0
"UNC Chapel Hill Campus","NC",703,35.90988,-79.04964,2019,165,60,120,4,4,11.563272,0.0333333333333333,3.33333333333333,0.0963606
"UNC Chapel Hill Campus","NC",703,35.90988,-79.04964,2019,172,59,118,0,0,0,0,0,0
"UNC Chapel Hill Campus","NC",703,35.90988,-79.04964,2019,179,60,120,3,2,4.2819365,0.025,1.66666666666667,0.0356828041666667
"UNC Chapel Hill Campus","NC",703,35.90988,-79.04964,2019,186,60,120,2,2,18.27051,0.0166666666666667,1.66666666666667,0.15225425
"UNC Chapel Hill Campus","NC",703,35.90988,-79.04964,2019,193,60,120,2,2,20.96673,0.0166666666666667,1.66666666666667,0.17472275
"UNC Chapel Hill Campus","NC",703,35.90988,-79.04964,2019,200,59,118,0,0,0,0,0,0
"UNC Chapel Hill Campus","NC",703,35.90988,-79.04964,2019,207,60,120,1,1,10.96762,0.00833333333333333,0.833333333333333,0.0913968333333333
"University of Pittsburgh","PA",648,40.44606,-79.95303,2019,151,52,54,1,1,281.8273,0.0185185185185185,1.85185185185185,5.21902407407407
"University of Pittsburgh","PA",648,40.44606,-79.95303,2019,158,52,53,0,0,0,0,0,0
"University of Pittsburgh","PA",648,40.44606,-79.95303,2019,165,50,50,0,0,0,0,0,0
"University of Pittsburgh","PA",648,40.44606,-79.95303,2019,172,44,46,0,0,0,0,0,0
"University of Pittsburgh","PA",648,40.44606,-79.95303,2019,179,48,49,0,0,0,0,0,0
"University of Pittsburgh","PA",648,40.44606,-79.95303,2019,193,27,39,1,1,14140.75,0.0256410256410256,2.56410256410256,362.583333333333
"University of Pittsburgh","PA",648,40.44606,-79.95303,2019,200,40,40,0,0,0,0,0,0
"University of Pittsburgh","PA",648,40.44606,-79.95303,2019,207,40,41,0,0,0,0,0,0
"Walker Nature Center","VA",676,38.92577,-77.34153,2020,144,20,20,0,0,0,0,0,0
"Walker Nature Center","VA",676,38.92577,-77.34153,2020,151,20,20,0,0,0,0,0,0
"Walker Nature Center","VA",676,38.92577,-77.34153,2020,158,20,20,0,0,0,0,0,0
"Walker Nature Center","VA",676,38.92577,-77.34153,2020,165,20,29,0,0,0,0,0,0
"Walker Nature Center","VA",676,38.92577,-77.34153,2020,179,20,20,0,0,0,0,0,0
"Walker Nature Center","VA",676,38.92577,-77.34153,2020,186,20,20,1,1,0.003,0.05,5,0.00015
"Walker Nature Center","VA",676,38.92577,-77.34153,2020,193,20,20,1,1,3.619114,0.05,5,0.1809557
"Walker Nature Center","VA",676,38.92577,-77.34153,2020,200,19,19,0,0,0,0,0,0
"Walker Nature Center","VA",676,38.92577,-77.34153,2020,207,20,20,0,0,0,0,0,0
"Woodland Edge Ravine","OH",647,39.03793,-83.09185,2020,137,22,26,4,3,0.09331016,0.153846153846154,11.5384615384615,0.00358885230769231
"Woodland Edge Ravine","OH",647,39.03793,-83.09185,2020,144,24,24,2,2,0.006,0.0833333333333333,8.33333333333333,0.00025
"Woodland Edge Ravine","OH",647,39.03793,-83.09185,2020,151,23,24,1,1,1.998595,0.0416666666666667,4.16666666666667,0.0832747916666667
"Woodland Edge Ravine","OH",647,39.03793,-83.09185,2020,158,24,25,2,2,2.02192254,0.08,8,0.0808769016
"Woodland Edge Ravine","OH",647,39.03793,-83.09185,2020,165,24,24,1,1,5.110542,0.0416666666666667,4.16666666666667,0.21293925
"Woodland Edge Ravine","OH",647,39.03793,-83.09185,2020,172,25,25,3,3,26.1182285,0.12,12,1.04472914
"Woodland Edge Ravine","OH",647,39.03793,-83.09185,2020,193,24,24,7,5,40.074387,0.291666666666667,20.8333333333333,1.669766125
"Woodland Edge Ravine","OH",647,39.03793,-83.09185,2020,200,21,22,5,4,15.24732746,0.227272727272727,18.1818181818182,0.693060339090909
